TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
BIDI4;3,41;;-234,18;1,06;0,23;50,04;-13,62;-5,22;-89,72;-91,21;;;12,22;;-0,24;;-0,45;-0,10;;0,22;0,78;0,02;5,80;;;3,22;-0,01;0,12;8.991.139.764,53
BIOM3;8,39;;-17,04;4,82;2,75;12,48;-36,57;-48,45;-22,58;-23,18;-0,60;0,13;8,26;9,35;-5,21;2,64;-28,30;-16,12;-14,98;0,57;0,43;0,33;74,06;;127.637,04;1,74;-0,49;1,05;1.148.100.453,48
BLAU3;14,23;2,37;9,03;1,13;0,74;39,95;23,89;15,99;6,05;6,53;0,49;0,09;1,44;2,29;-1,38;3,17;12,47;8,14;8,83;0,65;0,35;0,51;12,41;7,14;2.578.145,35;12,63;1,58;0,29;2.552.775.751,97
BLUT3;5,14;;-5,63;0,46;0,14;;;;-6,17;-4,91;-1,59;0,12;;-0,76;-0,14;0,00;-8,24;-2,45;-6,72;0,30;0,70;0,00;;;;11,09;-0,91;0,20;14.115.600,06
BLUT4;1,52;;-1,66;0,14;0,04;;;;-1,82;-4,91;-1,59;0,12;;-0,22;-0,04;0,00;-8,24;-2,45;-6,72;0,30;0,70;0,00;;;;11,09;-0,91;0,06;14.115.600,06
BMEB3;40,60;2,67;7,56;2,06;0,14;47,17;7,89;8,15;7,81;8,49;;;0,62;0,73;-0,18;;27,19;1,89;;0,07;0,93;0,23;21,54;38,42;75.315,78;19,74;5,37;9,78;4.625.147.422,80
BMEB4;49,90;2,38;9,30;2,53;0,18;47,17;7,89;8,15;9,60;8,49;;;0,76;0,90;-0,22;;27,19;1,89;;0,07;0,93;0,23;21,54;38,42;887.903,48;19,74;5,37;12,02;4.625.147.422,80
BMGB4;3,89;10,33;7,46;0,51;0,05;40,50;1,57;3,34;15,89;15,89;;;0,25;-0,12;-0,05;0,03;6,80;0,63;;0,09;0,91;0,19;20,01;-4,73;1.369.746,70;7,67;0,52;-0,31;2.268.774.078,79
BMIN3;22,99;1,54;12,40;0,78;0,18;25,17;27,33;16,16;7,33;7,04;;;2,00;62,11;-0,18;;6,28;1,46;;0,23;0,77;0,09;24,69;32,07;2.299,00;29,53;1,85;0,57;106.492.954,25
BMIN4;16,74;8,36;9,03;0,57;0,13;25,17;27,33;16,16;5,34;7,04;;;1,46;45,23;-0,13;;6,28;1,46;;0,23;0,77;0,09;24,69;32,07;6.510,07;29,53;1,85;0,41;106.492.954,25
BMKS3;422,03;7,85;2,50;0,74;0,58;29,89;-5,33;518,61;-242,93;-49,89;193,04;-0,59;12,95;0,84;-3,79;5,35;29,69;23,24;-14,23;0,78;0,22;0,04;-0,59;95,58;15.737,00;569,45;169,04;0,01;191.918.142,50
BMOB3;21,81;7,77;14,82;1,66;1,15;24,08;8,22;7,99;14,41;10,76;-3,65;-0,42;1,18;2,76;-3,48;2,65;11,17;7,77;5,25;0,70;0,30;0,97;57,50;28,16;6.144.745,09;13,17;1,47;1,38;1.867.119.029,52
BNBR3;99,00;6,03;3,61;0,66;0,13;45,86;50,57;29,88;2,13;2,13;;;1,08;2,95;-0,14;;18,25;3,64;;0,20;0,80;0,12;8,63;9,28;63.826,88;150,25;27,42;0,16;9.771.275.151,00
BOAS3;7,95;;15,22;1,83;1,70;56,53;19,25;32,39;25,60;18,69;-6,92;-0,50;4,93;3,34;-3,80;12,37;12,04;11,16;0,99;0,93;0,07;0,34;8,81;74,34;;4,34;0,52;1,98;4.212.250.617,75
BOBR3;1,00;;3,57;275,96;0,28;41,02;13,83;4,73;1,22;2,68;1,23;277,35;0,17;-15,43;-0,61;0,97;7.721,50;7,91;41,92;0,00;1,00;1,67;6,30;0,76;0,00;0,00;0,28;-0,11;308.438.619,18
